RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
5211,15605210,Martin,659,Spain,Female,52,5,113136.42,2,1,1,135119.68,0
5212,15605211,Wilson,670,France,Male,43,10,96946.96,1,1,1,194524.73,0
5213,15605212,Garcia,718,France,Female,67,6,0.0,2,1,0,122579.57,1
5214,15605213,Jackson,564,Spain,Male,41,5,0.0,1,0,0,166010.66,0
5215,15605214,Robinson,751,France,Male,53,0,0.0,1,1,1,145155.53,0
5216,15605215,Jackson,728,Germany,Male,55,0,0.0,2,1,0,2307.34,0
5217,15605216,Hernandez,672,France,Female,46,0,69890.97,1,0,0,54840.99,0
5218,15605217,Moore,694,Germany,Male,61,0,0.0,1,1,0,10534.54,1
5219,15605218,Thomas,761,France,Male,44,9,75317.97,1,0,1,5693.91,0
5220,15605219,Martinez,592,France,Male,62,9,133394.1,1,1,0,117835.82,0
5221,15605220,Taylor,713,France,Female,50,0,166421.95,1,1,1,37800.23,0
5222,15605221,Miller,817,France,Female,42,1,0.0,2,1,1,119767.7,0
5223,15605222,Lee,711,France,Female,53,1,150862.89,1,1,1,74671.35,0
5224,15605223,Davis,628,France,Female,56,3,77853.33,2,0,1,186611.61,1
5225,15605224,Rodriguez,850,France,Male,35,2,0.0,1,1,0,38896.76,0
5226,15605225,Jackson,672,France,Male,70,3,18888.08,2,1,1,101028.54,0
5227,15605226,Perez,784,Germany,Male,51,4,0.0,2,0,0,93098.2,0
5228,15605227,Harris,609,Spain,Male,48,3,0.0,1,1,0,55021.74,0
5229,15605228,Johnson,752,France,Female,55,2,115819.03,1,0,0,75696.38,0
5230,15605229,Rodriguez,597,Germany,Female,52,2,0.0,2,1,0,10964.64,1
5231,15605230,Lewis,681,Germany,Male,47,3,3337.61,2,1,0,8637.21,1
5232,15605231,White,591,France,Female,56,5,0.0,2,1,0,12593.03,0
5233,15605232,Smith,832,Germany,Female,62,6,124098.71,2,1,0,131618.24,1
5234,15605233,Taylor,628,France,Male,48,3,163397.98,2,1,0,21598.34,0
5235,15605234,Williams,543,Germany,Male,32,7,0.0,2,0,1,82042.19,0
5236,15605235,Taylor,659,France,Male,60,5,99186.69,2,1,0,97338.56,0
5237,15605236,Perez,701,Germany,Male,51,4,119884.59,2,1,1,91498.81,1
5238,15605237,Jones,647,Germany,Female,42,7,0.0,2,1,0,6236.69,0
5239,15605238,Miller,571,France,Male,57,5,0.0,1,1,0,67843.39,0
5240,15605239,Clark,749,France,Male,42,0,119935.61,2,0,0,193552.24,0
5241,15605240,Johnson,770,Spain,Female,60,10,72990.18,1,1,0,114324.5,1
5242,15605241,Rodriguez,491,France,Male,41,0,0.0,1,1,0,73167.06,1
5243,15605242,Anderson,565,Germany,Male,46,9,122991.23,2,1,1,138853.77,0
5244,15605243,Wilson,634,Spain,Female,37,9,0.0,1,1,1,64675.29,0
5245,15605244,Williams,599,Germany,Male,46,5,0.0,1,1,0,154357.57,0
5246,15605245,Taylor,700,Germany,Male,48,7,0.0,2,1,0,88005.52,0
5247,15605246,Wilson,826,Spain,Female,51,8,0.0,2,0,1,155538.33,0
5248,15605247,Harris,613,Spain,Male,49,3,0.0,1,1,0,154246.17,0
5249,15605248,Davis,801,France,Female,41,10,74428.78,1,1,1,66767.4,0
5250,15605249,Lee,509,France,Male,51,6,215769.9,1,0,0,74095.4,0
5251,15605250,Rodriguez,693,France,Male,46,8,138890.1,1,0,1,96764.92,0
5252,15605251,Anderson,592,Spain,Male,53,7,94839.97,2,0,0,119722.83,0
5253,15605252,Robinson,695,Germany,Male,43,7,0.0,2,1,0,191705.41,1
5254,15605253,Wilson,481,France,Female,46,0,152948.48,2,0,1,134436.42,0
5255,15605254,Robinson,526,Spain,Female,56,9,0.0,1,1,0,61953.46,1
5256,15605255,Thompson,695,France,Female,49,5,86407.08,1,1,1,137247.61,0
5257,15605256,Brown,589,France,Female,38,10,0.0,2,1,1,35479.17,0
5258,15605257,Clark,618,Germany,Male,71,8,0.0,2,1,1,104390.6,1
5259,15605258,White,826,France,Female,61,7,0.0,1,1,1,100745.83,0
5260,15605259,Robinson,663,Spain,Female,60,1,0.0,1,0,0,26559.76,0
5261,15605260,Wilson,736,France,Female,37,4,0.0,2,0,0,102916.69,0
5262,15605261,Davis,577,Spain,Female,34,10,0.0,2,1,1,143205.25,0
5263,15605262,Brown,521,Germany,Female,64,3,120900.54,2,1,1,98697.9,1
5264,15605263,Robinson,642,France,Male,41,7,0.0,1,1,1,80096.05,0
5265,15605264,Rodriguez,506,Spain,Female,54,8,145617.82,2,1,1,132049.66,0
5266,15605265,Lopez,582,Germany,Male,46,2,0.0,1,0,1,98309.86,0
5267,15605266,Wilson,672,France,Male,35,8,48733.8,2,1,0,67434.15,0
5268,15605267,Jones,639,France,Female,44,0,161670.34,2,1,1,89198.02,0
5269,15605268,Clark,682,Spain,Male,56,6,100307.09,1,1,1,15610.0,0
5270,15605269,Thomas,707,France,Male,50,7,0.0,1,1,0,162435.24,0
5271,15605270,Brown,535,France,Male,75,5,45473.84,2,1,0,68646.76,1
5272,15605271,Clark,559,France,Female,59,3,0.0,2,1,1,123754.61,0
5273,15605272,Hernandez,440,France,Male,56,3,195823.16,2,1,1,111310.13,0
5274,15605273,Rodriguez,614,Spain,Female,54,6,0.0,1,1,1,37576.73,0
5275,15605274,Robinson,720,France,Male,42,9,137625.06,1,0,1,70722.81,0
5276,15605275,Wilson,793,France,Male,43,5,0.0,3,1,1,193059.07,0
5277,15605276,Thomas,668,France,Male,51,3,0.0,1,1,1,147164.47,0
5278,15605277,Miller,781,France,Female,44,4,93187.31,1,0,1,82262.25,0
5279,15605278,Clark,686,Spain,Male,72,9,76583.03,1,1,1,178830.95,0
5280,15605279,Davis,660,France,Female,59,3,184295.61,2,1,1,117252.51,0
5281,15605280,Davis,591,Spain,Female,66,0,13958.54,2,1,1,169286.12,0
5282,15605281,Clark,421,France,Female,32,3,0.0,2,0,1,105144.1,0
5283,15605282,Sanchez,767,France,Female,56,5,0.0,1,1,0,186291.43,0
5284,15605283,Jones,644,Spain,Male,38,10,0.0,4,1,0,167172.07,1
5285,15605284,Williams,783,France,Male,68,1,250935.84,2,1,1,16000.92,0
5286,15605285,Perez,558,Germany,Female,58,6,0.0,2,1,1,136596.21,0
5287,15605286,Moore,850,Spain,Female,60,8,124481.98,1,1,1,89148.23,0
5288,15605287,Rodriguez,626,France,Female,61,10,66188.75,1,0,1,30163.36,0
5289,15605288,Moore,583,France,Female,45,9,0.0,1,0,1,160204.25,0
5290,15605289,Lewis,629,Germany,Female,77,1,0.0,2,1,1,98054.4,0
5291,15605290,White,666,France,Male,59,6,0.0,1,0,0,40439.27,1
5292,15605291,Smith,643,France,Female,54,1,0.0,2,1,1,65006.9,0
5293,15605292,Gonzalez,600,France,Female,46,8,198162.04,1,0,0,33606.08,0
5294,15605293,Miller,476,France,Female,50,0,80036.24,1,1,0,122620.02,1
5295,15605294,Smith,572,Spain,Male,68,3,6541.81,1,0,1,127070.19,0
5296,15605295,Jones,753,France,Female,48,1,0.0,1,1,0,58919.61,0
5297,15605296,Jones,565,France,Female,45,0,0.0,1,0,1,55529.02,0
5298,15605297,Martinez,485,Germany,Male,57,1,142421.67,1,1,0,22191.91,1
5299,15605298,Taylor,548,France,Female,51,9,0.0,1,0,0,195057.4,0
5300,15605299,Davis,641,France,Male,45,5,174234.95,1,1,1,62869.15,0
5301,15605300,Smith,577,Spain,Female,64,4,0.0,2,1,0,119813.76,1
5302,15605301,Clark,623,France,Male,42,0,166795.56,2,1,1,37808.57,0
5303,15605302,Davis,573,Spain,Male,49,2,129126.86,1,1,0,144069.39,0
5304,15605303,Thomas,746,Spain,Male,43,9,110350.08,2,1,0,132072.68,0
5305,15605304,Wilson,697,France,Female,77,5,0.0,1,1,1,24658.74,0
5306,15605305,Martin,850,Germany,Male,59,4,40750.03,2,1,1,3603.12,0
5307,15605306,Robinson,613,France,Female,55,5,293060.75,2,1,0,4395.46,0
5308,15605307,Lee,622,France,Female,43,7,0.0,1,0,0,57803.04,0
5309,15605308,Jones,763,Spain,Female,77,5,0.0,1,1,0,82230.36,1
5310,15605309,Perez,687,Spain,Male,38,10,74613.68,2,1,1,199757.07,0
5311,15605310,Lee,559,France,Female,49,4,117608.98,1,1,0,192020.2,0
5312,15605311,Taylor,703,Germany,Female,50,10,120801.34,2,1,0,31633.95,0
5313,15605312,Rodriguez,688,Spain,Male,38,3,137292.63,2,1,1,131207.13,0
5314,15605313,Martin,477,Spain,Male,53,4,82667.45,2,1,0,45638.72,0
5315,15605314,Lopez,587,Germany,Male,45,10,0.0,1,1,0,5300.51,1
5316,15605315,Robinson,668,France,Female,70,8,0.0,2,1,1,126696.83,0
5317,15605316,Johnson,788,France,Male,40,9,207820.18,1,1,1,35678.87,1
5318,15605317,Brown,717,Spain,Male,60,10,115459.28,2,1,0,62069.47,0
5319,15605318,Williams,595,France,Female,53,5,0.0,2,0,1,49158.36,0
5320,15605319,Lewis,582,Germany,Female,63,4,36114.92,2,1,0,42162.71,1
5321,15605320,Taylor,726,France,Female,50,10,80850.61,1,1,1,6512.91,0
5322,15605321,Wilson,417,France,Female,43,10,16379.52,2,1,0,154159.37,1
5323,15605322,White,572,France,Male,73,7,23318.21,1,1,0,51416.09,1
5324,15605323,Gonzalez,785,Spain,Female,73,4,102162.01,1,0,1,195976.95,0
5325,15605324,Moore,678,France,Male,60,4,134624.51,2,1,0,197636.01,0
5326,15605325,Harris,577,Germany,Female,58,7,129755.93,2,1,0,174141.59,0
5327,15605326,Martin,534,France,Female,55,8,53964.97,1,1,0,180719.36,0
5328,15605327,Perez,730,France,Male,58,7,146383.86,1,0,1,8289.7,0
5329,15605328,Hernandez,657,France,Female,85,8,28108.21,2,1,1,137419.38,1
5330,15605329,Clark,629,Germany,Male,40,8,0.0,2,1,0,20667.84,1
5331,15605330,Taylor,685,France,Male,52,7,92327.99,1,1,1,87212.72,0
5332,15605331,Wilson,665,France,Female,46,6,46265.38,2,1,1,92879.74,0
5333,15605332,White,658,France,Female,53,6,52119.06,1,0,0,8473.9,0
5334,15605333,White,522,France,Female,39,0,116246.97,1,1,1,77679.67,0
5335,15605334,Jones,551,Spain,Male,42,6,0.0,1,1,0,56544.66,0
5336,15605335,Davis,721,Spain,Female,41,9,88583.08,2,1,1,118101.51,0
5337,15605336,Gonzalez,703,France,Male,58,5,196632.8,1,1,0,89541.05,0
5338,15605337,Lopez,686,Germany,Male,51,0,0.0,2,1,0,124252.08,1
5339,15605338,Wilson,593,Spain,Male,37,9,97329.49,2,0,1,428.44,0
5340,15605339,Martinez,723,France,Male,37,9,60535.0,1,1,1,154741.29,0
5341,15605340,Thompson,614,Spain,Female,34,7,162976.76,1,0,1,102019.54,0
5342,15605341,Gonzalez,774,Spain,Male,49,8,33627.34,1,1,1,33127.4,0
5343,15605342,Williams,578,France,Male,50,10,74157.14,2,0,0,80154.65,0
5344,15605343,Martinez,599,France,Male,51,10,97485.19,1,1,1,68340.96,0
5345,15605344,Miller,635,Spain,Female,44,1,91246.68,1,0,0,171533.41,0
5346,15605345,Sanchez,731,Germany,Female,48,3,0.0,1,1,0,165697.93,1
5347,15605346,Johnson,646,France,Male,49,10,0.0,2,1,0,31912.79,0
5348,15605347,Clark,653,France,Female,51,6,157697.85,1,1,1,169432.83,1
5349,15605348,Ramirez,612,France,Male,55,10,117672.32,2,1,0,121778.24,0
5350,15605349,Wilson,675,Germany,Female,65,0,156153.53,1,1,1,50020.78,0
5351,15605350,Martinez,643,Germany,Male,43,7,91995.5,1,0,0,186305.51,1
5352,15605351,Lee,574,Spain,Male,61,8,148943.54,4,0,1,74275.45,0
5353,15605352,Gonzalez,662,France,Female,45,7,14121.51,2,1,0,158628.33,0
5354,15605353,Hernandez,664,Germany,Female,58,1,0.0,2,1,0,134107.35,0
5355,15605354,Martin,850,Germany,Male,52,7,187396.14,1,1,0,159174.68,1
5356,15605355,White,591,France,Female,85,7,0.0,1,1,1,18883.74,0
5357,15605356,Wilson,569,France,Female,55,1,0.0,3,0,0,41710.25,1
5358,15605357,Perez,676,Spain,Female,62,10,0.0,1,1,0,142804.96,0
5359,15605358,Rodriguez,554,Spain,Male,30,8,32355.98,1,0,0,29439.35,0
5360,15605359,Brown,546,France,Male,63,0,0.0,1,1,0,150163.58,0
5361,15605360,Lee,512,Germany,Female,44,6,49782.81,1,1,0,61406.12,1
5362,15605361,Gonzalez,575,France,Male,50,1,147010.89,1,1,1,120606.24,0
5363,15605362,Clark,578,Germany,Male,47,7,0.0,2,1,1,73167.69,0
5364,15605363,Moore,526,Germany,Male,40,7,59974.6,2,0,0,119987.4,0
5365,15605364,Ramirez,625,Germany,Female,74,3,103939.66,2,0,1,124066.01,1
5366,15605365,Perez,422,Spain,Male,66,7,0.0,1,1,0,86822.75,1
5367,15605366,Jones,697,Germany,Female,42,4,0.0,1,1,0,185906.08,1
5368,15605367,Martin,596,France,Male,41,8,0.0,2,1,0,194415.86,0
5369,15605368,Thomas,610,Spain,Male,58,0,0.0,2,1,0,181164.62,0
5370,15605369,Lee,706,France,Male,63,4,79383.63,2,0,0,147008.33,1
5371,15605370,Lewis,685,France,Male,51,8,80947.94,2,1,1,24711.38,0
5372,15605371,Martin,589,France,Female,44,5,0.0,1,1,1,185474.19,0
5373,15605372,Williams,693,France,Female,49,3,112908.72,1,1,1,127351.54,0
5374,15605373,Rodriguez,798,Spain,Male,36,0,0.0,1,1,1,19545.64,0
5375,15605374,Thompson,552,France,Male,38,9,0.0,2,0,1,132456.61,0
5376,15605375,Jones,722,Spain,Female,64,5,0.0,1,1,0,71027.16,1
5377,15605376,Lewis,543,Germany,Female,46,10,167859.37,1,1,1,180909.9,1
5378,15605377,Jones,762,France,Female,50,6,61302.7,1,1,1,142895.87,0
5379,15605378,Lewis,581,Spain,Female,55,6,0.0,1,1,1,122467.22,0
5380,15605379,Martinez,577,France,Male,50,8,173078.16,2,1,0,45663.51,0
5381,15605380,Harris,760,France,Female,55,3,0.0,1,1,0,169946.44,0
5382,15605381,Harris,719,Germany,Male,63,3,86091.18,2,1,1,184436.82,0
5383,15605382,Martinez,584,France,Male,44,4,0.0,1,1,1,126190.57,0
5384,15605383,Smith,662,France,Female,64,8,35834.39,2,1,0,179670.59,1
5385,15605384,Lopez,581,Germany,Female,55,1,0.0,2,1,1,36978.53,0
5386,15605385,Martinez,497,Germany,Female,58,3,127796.84,2,0,1,96742.23,0
5387,15605386,Johnson,668,France,Male,63,8,0.0,1,0,0,25928.7,0
5388,15605387,Sanchez,615,Spain,Male,53,5,158530.96,1,1,0,150056.16,0
5389,15605388,Lee,559,Germany,Male,91,5,123693.07,2,1,0,85191.6,1
5390,15605389,White,775,Spain,Female,40,6,39088.87,1,1,0,181828.96,0
5391,15605390,Harris,562,France,Male,64,4,52759.06,1,1,1,183858.1,0
5392,15605391,Anderson,663,Germany,Female,45,3,77657.73,1,1,1,105371.22,0
5393,15605392,Martin,753,Spain,Male,55,10,173979.54,2,1,1,20254.3,0
5394,15605393,Johnson,625,Germany,Female,50,2,129297.24,2,0,0,69972.13,1
5395,15605394,Miller,579,Germany,Female,49,1,0.0,1,1,0,180680.86,1
5396,15605395,Jackson,678,France,Male,48,6,130128.31,2,1,1,106424.38,0
5397,15605396,Davis,693,France,Male,83,4,0.0,2,1,1,25396.84,0
5398,15605397,Perez,734,France,Female,58,0,0.0,2,1,0,13745.95,1
5399,15605398,Ramirez,829,France,Male,42,3,46833.02,1,0,0,187992.68,0
5400,15605399,Williams,606,Spain,Female,45,8,70095.08,1,1,0,148859.44,0
5401,15605400,Martinez,668,France,Female,41,7,32874.46,2,0,1,118395.09,0
5402,15605401,Jackson,528,Spain,Male,73,10,0.0,1,1,0,9845.75,0
5403,15605402,White,713,Spain,Female,62,6,59623.61,2,1,0,133321.41,0
5404,15605403,Perez,667,France,Male,45,4,0.0,1,1,1,187057.3,0
5405,15605404,Sanchez,632,France,Female,57,0,104454.89,2,1,1,77176.3,0
5406,15605405,Gonzalez,590,Spain,Male,41,4,24975.37,1,0,1,154429.95,0
5407,15605406,White,616,Spain,Female,52,7,1078.98,2,0,1,150352.74,0
5408,15605407,Martin,672,France,Male,49,3,0.0,1,0,1,157601.49,0
5409,15605408,Moore,557,France,Male,48,4,0.0,2,1,0,79905.28,0
5410,15605409,Brown,620,Germany,Male,47,7,177507.59,1,1,0,128960.4,1
5411,15605410,Smith,651,Germany,Female,90,4,103060.62,2,0,1,16874.82,1
5412,15605411,Johnson,502,France,Female,60,3,109297.22,1,1,0,46858.59,1
5413,15605412,Taylor,549,Germany,Female,82,10,0.0,1,0,0,64267.59,1
5414,15605413,Perez,586,France,Male,46,3,0.0,2,1,1,158943.7,0
5415,15605414,White,800,France,Female,42,5,70931.68,1,1,1,134252.97,0
5416,15605415,Davis,570,France,Female,55,9,0.0,2,1,1,84996.18,0
5417,15605416,Jones,644,France,Male,52,0,12997.02,1,1,1,80116.87,0
5418,15605417,Lee,550,France,Male,60,3,184091.56,2,1,0,89666.56,1
5419,15605418,Miller,575,France,Male,64,0,0.0,1,1,0,108126.8,0
5420,15605419,Lee,511,France,Male,35,5,90118.9,2,0,1,109959.46,0
5421,15605420,Thomas,714,France,Male,83,7,0.0,1,1,1,98334.42,0
5422,15605421,Sanchez,522,France,Female,55,3,67530.48,2,0,0,118967.85,0
5423,15605422,Hernandez,737,Spain,Male,59,7,0.0,2,1,1,46109.21,0
5424,15605423,White,694,France,Female,73,1,84314.37,1,1,1,115651.23,0
5425,15605424,Wilson,642,France,Female,43,4,26244.03,1,1,1,195875.14,0
5426,15605425,Davis,740,Germany,Female,51,2,132103.13,2,0,0,74266.05,1
5427,15605426,Jackson,850,Spain,Female,41,6,160438.68,1,0,1,14573.31,0
5428,15605427,Ramirez,695,France,Male,42,8,0.0,1,1,0,173759.84,0
5429,15605428,Gonzalez,542,Germany,Female,64,0,0.0,1,0,0,139982.57,1
5430,15605429,Jones,792,Germany,Male,71,7,96160.77,1,0,0,180728.2,1
5431,15605430,Williams,667,Germany,Female,37,3,13306.03,2,0,1,171894.29,1
5432,15605431,Rodriguez,850,France,Female,56,9,104583.28,2,1,0,164598.94,1
5433,15605432,Davis,601,Germany,Female,67,10,159067.98,2,0,0,2054.84,1
5434,15605433,Taylor,773,France,Female,63,4,170441.04,2,0,0,165947.13,0
5435,15605434,Martinez,649,Germany,Male,53,0,150397.73,1,1,1,44713.13,0
5436,15605435,Wilson,850,Germany,Male,56,4,116742.09,1,1,0,17631.8,1
5437,15605436,Hernandez,622,France,Female,56,8,212646.38,2,1,0,46944.35,0
5438,15605437,Brown,850,Spain,Male,55,7,0.0,2,1,1,168866.8,0
5439,15605438,Wilson,692,France,Female,58,7,0.0,1,1,0,167568.45,0
5440,15605439,Perez,731,Spain,Male,49,5,0.0,1,1,1,80019.05,0
5441,15605440,Sanchez,813,France,Female,81,8,104586.64,2,0,0,123439.37,1
5442,15605441,Clark,574,France,Male,43,3,0.0,1,1,1,134801.58,0
5443,15605442,Davis,743,France,Male,68,5,0.0,1,1,0,126779.02,0
5444,15605443,Taylor,621,Spain,Female,45,2,0.0,2,1,0,117701.5,0
5445,15605444,Hernandez,664,France,Male,59,1,0.0,2,1,1,166945.79,0
5446,15605445,Brown,657,France,Male,45,8,112234.97,1,1,1,72432.22,0
5447,15605446,Jackson,704,France,Male,58,4,84201.95,2,1,0,69051.25,0
5448,15605447,Clark,700,Germany,Male,51,10,133446.49,2,1,0,70459.67,1
5449,15605448,Lopez,594,Germany,Male,61,1,0.0,1,1,1,52323.0,1
5450,15605449,Robinson,661,France,Male,44,4,20214.49,2,1,1,183683.99,0
5451,15605450,Brown,425,France,Female,44,5,0.0,2,0,0,42319.98,0
5452,15605451,Lee,745,France,Male,71,7,123504.77,1,1,1,143084.19,0
5453,15605452,Thompson,812,France,Female,76,4,0.0,2,1,0,137905.92,0
5454,15605453,Robinson,668,France,Male,50,1,87775.88,2,1,0,150203.02,0
5455,15605454,Williams,495,Germany,Male,57,6,0.0,1,1,1,131598.35,1
5456,15605455,Lewis,721,France,Male,37,4,0.0,2,1,0,12256.56,0
5457,15605456,Lopez,576,France,Female,53,10,27350.25,1,1,0,43896.53,1
5458,15605457,Hernandez,667,France,Male,47,1,0.0,1,0,1,191316.8,0
5459,15605458,Jackson,715,Spain,Female,80,5,0.0,1,0,1,41381.92,1
5460,15605459,Moore,702,Spain,Female,47,10,63549.25,2,0,1,66833.36,0
5461,15605460,Thomas,753,Spain,Male,80,6,0.0,1,1,1,190710.15,0
5462,15605461,Wilson,664,France,Female,46,7,2181.25,1,1,1,185394.33,0
5463,15605462,Jackson,666,France,Male,59,2,57798.66,1,1,0,54939.21,0
5464,15605463,Brown,720,France,Male,76,10,129846.06,2,1,0,109102.9,1
5465,15605464,Lewis,643,France,Female,50,3,0.0,1,1,1,38410.84,0
5466,15605465,Sanchez,583,Germany,Female,75,5,138651.67,2,1,0,112214.81,1
5467,15605466,Clark,693,Spain,Female,63,2,3187.72,2,0,0,40768.8,0
5468,15605467,Jones,541,Spain,Female,53,10,0.0,2,1,0,125975.89,0
5469,15605468,Martinez,642,Spain,Female,57,5,0.0,3,1,1,22223.56,1
5470,15605469,Brown,517,France,Female,71,8,68365.73,1,1,0,72544.63,0
5471,15605470,Smith,596,Germany,Male,57,4,83684.96,2,1,0,155439.09,1
5472,15605471,Wilson,600,France,Female,39,1,0.0,2,1,0,99639.27,0
5473,15605472,Martin,555,France,Female,63,9,0.0,2,1,0,190394.19,0
5474,15605473,Brown,755,Germany,Male,64,1,0.0,1,1,1,77218.52,0
5475,15605474,Smith,747,France,Male,56,10,0.0,1,1,0,180097.13,0
5476,15605475,Harris,776,France,Male,47,6,0.0,1,1,0,156472.88,0
5477,15605476,Jackson,631,France,Female,62,3,41048.54,2,1,1,151276.21,1
5478,15605477,Hernandez,608,Germany,Female,41,8,0.0,3,1,1,94917.68,1
5479,15605478,Thompson,727,Spain,Female,57,8,207495.57,1,1,0,100330.77,0
5480,15605479,Smith,662,France,Male,57,5,74593.65,2,1,1,60880.89,0
5481,15605480,Thomas,661,Spain,Female,53,9,125215.8,1,1,0,182045.05,0
5482,15605481,Clark,405,France,Male,67,4,50082.64,1,1,0,44372.31,1
5483,15605482,Smith,722,France,Female,48,6,184042.7,1,1,1,80443.69,0
5484,15605483,Hernandez,709,Germany,Female,43,4,0.0,2,1,1,113187.77,0
5485,15605484,Garcia,649,Germany,Female,44,8,0.0,2,0,0,52710.12,0
5486,15605485,Miller,728,Spain,Female,68,8,0.0,1,1,0,53382.3,0
5487,15605486,Lopez,707,France,Female,60,6,139269.32,1,0,1,73838.53,0
5488,15605487,Miller,583,Germany,Male,59,3,0.0,2,1,1,159616.64,0
5489,15605488,Lee,628,Germany,Male,57,0,0.0,1,0,1,24105.32,0
5490,15605489,Robinson,553,Spain,Female,51,3,0.0,1,0,1,125726.31,0
5491,15605490,Harris,790,France,Male,42,2,0.0,4,1,1,194316.62,1
5492,15605491,Robinson,743,Spain,Male,43,0,0.0,2,0,0,131542.36,0
5493,15605492,Davis,571,Germany,Female,58,9,0.0,2,1,1,90179.34,0
5494,15605493,Robinson,709,France,Male,48,3,0.0,1,0,0,113397.89,0
5495,15605494,Davis,676,France,Male,45,6,0.0,1,1,1,18608.69,0
5496,15605495,Martin,584,France,Female,51,1,156373.61,1,0,0,84256.12,1
5497,15605496,Williams,661,Germany,Male,69,6,0.0,2,1,1,24655.38,1
5498,15605497,Williams,732,Spain,Male,54,5,0.0,2,1,0,60222.43,0
5499,15605498,Thomas,740,Germany,Male,79,8,106989.8,2,1,0,73521.74,0
5500,15605499,Harris,850,Germany,Female,59,10,0.0,1,0,0,165450.13,1
5501,15605500,Gonzalez,659,Germany,Female,92,1,77878.7,2,0,1,92562.77,1
5502,15605501,Anderson,627,France,Female,56,5,168721.83,1,0,1,54634.62,0
5503,15605502,Brown,703,France,Male,55,10,51797.76,1,0,0,126836.97,1
5504,15605503,Lopez,632,France,Female,54,5,33520.79,2,0,1,135698.95,0
5505,15605504,Brown,593,France,Female,48,5,188814.32,1,1,1,73334.09,0
5506,15605505,Martinez,561,France,Female,50,2,122117.41,2,1,0,74735.04,0
5507,15605506,Gonzalez,350,Germany,Female,83,5,0.0,1,0,0,168441.36,1
5508,15605507,Gonzalez,720,France,Male,48,8,0.0,1,0,1,97710.91,0
5509,15605508,Thompson,492,France,Male,54,10,46397.19,1,1,1,151602.57,0
5510,15605509,Robinson,565,France,Male,54,2,193922.22,1,0,0,27264.63,0
5511,15605510,Perez,678,France,Male,49,1,78018.61,1,0,1,87889.09,0
5512,15605511,Anderson,619,Spain,Female,49,7,0.0,2,1,0,30468.35,0
5513,15605512,Clark,850,Spain,Female,51,2,68745.67,1,1,1,6719.63,0
5514,15605513,Garcia,505,Germany,Female,63,4,187409.27,2,1,0,139543.94,1
5515,15605514,Smith,850,France,Male,72,4,89844.92,2,1,0,47998.16,0
5516,15605515,Miller,782,Spain,Male,40,1,178857.47,1,1,0,115272.01,1
5517,15605516,Williams,737,Spain,Male,79,1,107370.91,1,0,0,61558.61,1
5518,15605517,Wilson,788,Spain,Male,61,5,0.0,1,1,1,174665.21,0
5519,15605518,Williams,688,France,Male,62,1,54099.42,1,0,1,151977.47,0
5520,15605519,Jackson,486,Germany,Female,45,5,0.0,1,1,0,70391.5,1
5521,15605520,Jones,699,Spain,Male,91,6,135458.04,1,1,1,62309.23,1
5522,15605521,Martin,507,Germany,Female,44,3,20769.41,1,1,1,37157.89,0
5523,15605522,Wilson,599,Germany,Male,55,9,141662.25,2,0,1,71652.63,0
5524,15605523,Jones,642,France,Female,57,3,0.0,1,1,0,94320.93,0
5525,15605524,Robinson,562,Germany,Male,77,2,82974.48,2,1,0,149173.84,1
5526,15605525,Hernandez,740,France,Male,45,0,193432.13,1,1,1,192300.95,0
5527,15605526,Miller,629,Germany,Female,56,3,0.0,1,1,0,52420.99,1
5528,15605527,Davis,689,France,Female,38,2,0.0,2,1,0,159063.91,0
5529,15605528,Gonzalez,649,France,Male,53,7,0.0,1,1,0,64007.85,1
5530,15605529,Jones,662,France,Male,58,4,107314.72,2,1,0,80744.73,0
5531,15605530,Lewis,564,Germany,Male,47,6,0.0,2,0,0,109658.99,0
5532,15605531,Martinez,537,France,Female,39,2,0.0,1,1,1,90919.21,0
5533,15605532,Jones,635,Germany,Female,79,2,59099.76,2,1,0,61875.49,0
5534,15605533,Martinez,557,Spain,Male,42,10,34284.64,1,1,0,5736.16,0
5535,15605534,Lopez,783,France,Male,43,5,100566.0,2,1,0,159980.05,0
5536,15605535,Thompson,517,France,Female,45,9,8946.47,1,1,1,96459.88,0
5537,15605536,Martinez,850,France,Male,70,3,76421.18,1,1,0,37500.03,0
5538,15605537,Moore,678,Spain,Female,52,7,75780.36,1,0,1,124980.82,0
5539,15605538,Martin,656,Germany,Male,38,2,128899.72,2,1,1,154605.01,0
5540,15605539,Hernandez,598,France,Female,46,4,149524.2,2,0,0,137437.25,0
5541,15605540,Miller,713,France,Male,70,0,69817.54,2,0,0,112181.73,0
5542,15605541,Hernandez,630,Germany,Male,40,0,22289.74,2,0,1,38026.77,0
5543,15605542,Rodriguez,678,Spain,Male,42,7,16773.2,1,0,1,52841.27,0
5544,15605543,Clark,730,Spain,Female,43,6,0.0,1,1,1,20243.98,0
5545,15605544,Perez,714,Germany,Female,52,0,188764.4,2,1,0,44486.52,0
5546,15605545,Ramirez,769,France,Female,54,5,21126.48,1,1,1,37644.1,0
5547,15605546,Wilson,701,France,Female,50,1,213621.87,2,0,0,183297.7,0
5548,15605547,Hernandez,558,France,Male,52,0,0.0,1,0,1,22296.44,0
